v001,childage6to23,mimimumacceptablediet,
1032,2,1,0.5
1033,1,0,0
1034,2,0,0
1035,3,1,0.333333333
1037,2,1,0.5
1038,2,1,0.5
1039,1,1,1
1040,1,1,1
1041,2,1,0.5
1042,2,1,0.5
1043,1,0,0
1044,3,2,0.666666667
1045,2,1,0.5
1046,1,1,1
1047,4,0,0
1048,3,1,0.333333333
1049,1,0,0
1050,1,0,0
1051,1,1,1
1052,3,2,0.666666667
1053,3,0,0
1054,9,3,0.333333333
1055,1,1,1
1056,1,1,1
1058,1,0,0
1061,1,0,0
1062,1,1,1
1063,1,1,1
1064,1,0,0
1067,2,1,0.5
1069,2,1,0.5
1070,2,2,1
1071,3,0,0
1073,5,2,0.4
1074,2,0,0
1075,2,0,0
1076,2,0,0
1077,1,0,0
1079,1,1,1
1080,4,3,0.75
1081,1,0,0
1083,1,0,0
1086,1,0,0
1087,2,0,0
1088,1,0,0
1089,2,1,0.5
1090,6,3,0.5
1091,2,0,0
1094,1,0,0
1096,2,0,0
1097,1,1,1
1098,3,0,0
1099,2,2,1
1100,2,0,0
1104,2,1,0.5
1105,5,2,0.4
1106,2,1,0.5
1107,2,1,0.5
1108,2,1,0.5
1109,4,3,0.75
1110,2,1,0.5
1111,3,1,0.333333333
1112,1,0,0
1113,1,0,0
1114,1,0,0
1115,1,0,0
1116,2,1,0.5
1118,1,0,0
1119,2,0,0
1121,1,0,0
1122,3,1,0.333333333
1123,2,0,0
1126,3,2,0.666666667
1128,2,0,0
1129,2,2,1
1130,5,1,0.2
1133,2,0,0
1135,1,0,0
1136,1,0,0
1137,1,1,1
1138,2,2,1
1139,2,2,1
1142,3,1,0.333333333
1143,3,0,0
1144,2,0,0
1145,2,1,0.5
1147,2,0,0
1148,1,0,0
1149,1,1,1
1150,3,2,0.666666667
1151,3,0,0
1152,1,0,0
1153,1,1,1
1154,5,1,0.2
1155,2,0,0
1156,1,1,1
1157,4,2,0.5
1158,2,1,0.5
1159,4,0,0
1160,5,2,0.4
1161,1,0,0
1162,2,1,0.5
1163,1,1,1
1164,4,0,0
1165,2,0,0
1167,1,0,0
1168,1,0,0
1169,2,0,0
1170,1,0,0
1172,1,0,0
1173,2,1,0.5
1174,1,0,0
1175,3,2,0.666666667
1176,1,0,0
1177,1,1,1
1178,2,0,0
1179,1,1,1
1180,1,0,0
1181,3,2,0.666666667
1182,1,1,1
1184,2,0,0
1186,2,1,0.5
1187,1,1,1
1188,2,0,0
1189,3,0,0
1190,1,0,0
1191,2,0,0
1192,4,0,0
1193,4,0,0
1194,1,0,0
1196,1,1,1
1197,1,0,0
1198,3,0,0
1199,1,0,0
1200,1,0,0
1201,3,0,0
1202,2,0,0
1203,1,1,1
1206,2,1,0.5
1207,1,1,1
1208,2,1,0.5
1209,3,2,0.666666667
1210,2,0,0
1211,1,1,1
1212,1,0,0
1213,2,2,1
1216,2,2,1
1217,2,1,0.5
1218,1,1,1
1219,2,1,0.5
1220,2,1,0.5
1221,2,0,0
1226,3,2,0.666666667
1227,3,2,0.666666667
1228,3,1,0.333333333
1229,1,1,1
1230,3,3,1
1231,5,1,0.2
1232,1,0,0
1233,2,0,0
1234,1,0,0
1235,2,1,0.5
1236,2,2,1
1237,5,1,0.2
1240,1,1,1
1241,1,0,0
1242,1,1,1
1243,1,0,0
1244,2,1,0.5
1245,2,0,0
1246,2,0,0
1247,3,2,0.666666667
1248,1,0,0
1249,2,2,1
1250,3,0,0
1251,3,0,0
1252,1,0,0
1253,1,0,0
1254,1,1,1
1255,1,0,0
1257,1,1,1
1258,2,0,0
1260,3,0,0
1261,3,0,0
1262,2,1,0.5
1263,4,0,0
1264,3,1,0.333333333
1265,1,0,0
1267,1,0,0
1268,3,1,0.333333333
1269,2,0,0
1272,2,1,0.5
1273,2,2,1
1274,1,1,1
1275,3,2,0.666666667
1276,2,0,0
1278,3,0,0
1279,1,0,0
1280,1,1,1
1281,1,0,0
1282,2,0,0
1283,3,1,0.333333333
1285,1,0,0
1286,2,0,0
1287,1,0,0
1288,2,1,0.5
1289,3,0,0
1290,1,0,0
1292,2,2,1
1293,1,0,0
1294,3,0,0
1295,1,1,1
1296,3,0,0
1297,2,0,0
1298,1,0,0
1299,1,0,0
1300,2,0,0
1301,1,0,0
1302,1,0,0
1303,2,0,0
1304,1,0,0
1305,3,1,0.333333333
1306,3,0,0
1307,1,0,0
1309,3,0,0
1310,1,0,0
1311,2,0,0
1313,1,0,0
1314,3,1,0.333333333
1315,2,2,1
1316,2,1,0.5
1317,1,0,0
1318,3,2,0.666666667
1319,1,0,0
1320,1,0,0
1321,2,2,1
1322,2,2,1
1323,1,0,0
1325,2,1,0.5
1326,2,0,0
1327,2,1,0.5
1328,2,0,0
1329,1,0,0
1330,2,1,0.5
1331,4,0,0
1333,1,0,0
1334,1,1,1
1335,2,2,1
1336,2,1,0.5
1337,2,0,0
1339,2,0,0
1340,3,1,0.333333333
1341,1,0,0
1344,2,1,0.5
1345,3,2,0.666666667
1346,1,0,0
1347,1,1,1
1348,1,1,1
1349,1,0,0
1351,1,1,1
1352,1,1,1
1353,3,0,0
1354,1,1,1
1355,1,0,0
1356,2,0,0
1357,2,1,0.5
1358,3,1,0.333333333
1359,2,1,0.5
1360,1,0,0
1361,1,0,0
1362,2,1,0.5
1364,3,0,0
1365,3,3,1
1366,2,1,0.5
1367,1,1,1
1368,1,1,1
1369,2,0,0
1370,1,0,0
1371,2,1,0.5
1372,2,1,0.5
1373,1,0,0
1374,2,0,0
1375,2,1,0.5
1376,2,0,0
1377,1,1,1
1379,1,1,1
1380,2,1,0.5
1381,3,0,0
1382,1,0,0
1383,4,0,0
1385,1,0,0
1386,2,2,1
1387,1,0,0
1388,2,1,0.5
1389,1,0,0
1390,2,1,0.5
1391,2,0,0
1392,2,0,0
1393,1,1,1
1395,1,0,0
1396,2,0,0
1397,1,1,1
1399,4,2,0.5
1400,2,1,0.5
1401,2,0,0
1402,2,1,0.5
1404,1,0,0
1405,1,0,0
1406,5,4,0.8
1408,1,1,1
1410,2,2,1
1411,3,2,0.666666667
1412,2,0,0
1413,2,0,0
1414,2,1,0.5
1415,2,1,0.5
1416,1,1,1
1417,2,0,0
1418,1,1,1
1421,2,2,1
1422,1,0,0
1423,2,1,0.5
1424,1,0,0
1425,3,2,0.666666667
1426,1,1,1
1427,1,0,0
1428,2,0,0
1429,1,0,0
1430,1,0,0
1431,3,1,0.333333333
1432,3,0,0
1433,3,0,0
1434,1,1,1
1435,1,1,1
1437,2,0,0
1438,2,0,0
1439,1,0,0
1442,1,0,0
1443,2,0,0
1444,1,0,0
1445,1,0,0
1446,3,1,0.333333333
1447,2,0,0
1449,2,0,0
1450,3,1,0.333333333
1452,1,0,0
1453,1,0,0
1454,2,0,0
1456,1,0,0
1458,3,1,0.333333333
1459,4,1,0.25
1461,2,0,0
1462,1,0,0
1463,3,1,0.333333333
1464,1,0,0
1465,1,0,0
1466,1,0,0
1467,1,0,0
1468,1,0,0
1469,1,0,0
1470,2,0,0
1471,4,0,0
1472,3,2,0.666666667
1474,1,1,1
1476,1,0,0
1477,1,1,1
1478,2,0,0
1479,3,0,0
1481,2,0,0
1482,3,1,0.333333333
1483,2,0,0
1484,4,1,0.25
1485,2,0,0
1486,2,0,0
1487,2,0,0
1490,2,0,0
1491,2,1,0.5
1492,2,0,0
1493,1,0,0
1495,1,1,1
1496,3,1,0.333333333
1497,2,1,0.5
1498,2,0,0
1499,1,0,0
1500,4,0,0
1501,1,0,0
1503,2,1,0.5
1504,3,0,0
1508,1,0,0
1510,4,0,0
1511,2,0,0
1512,4,3,0.75
1513,1,1,1
1514,2,0,0
1515,2,0,0
1519,1,0,0
1520,3,0,0
1521,1,0,0
1522,2,2,1
1523,1,0,0
1524,3,1,0.333333333
1526,9,0,0
1527,2,0,0
1529,2,1,0.5
1530,1,1,1
1531,2,0,0
1533,2,1,0.5
1534,3,2,0.666666667
1535,3,1,0.333333333
1537,2,2,1
1538,3,1,0.333333333
1539,3,0,0
1541,3,2,0.666666667
1542,1,1,1
1543,3,0,0
1544,2,1,0.5
1545,4,0,0
1546,1,0,0
1547,3,1,0.333333333
1548,2,1,0.5
1549,7,1,0.142857143
1550,3,2,0.666666667
1551,1,0,0
1552,1,0,0
1553,3,2,0.666666667
1554,1,1,1
1555,1,0,0
1556,1,0,0
1557,4,1,0.25
1558,1,0,0
1559,3,1,0.333333333
1560,1,1,1
1561,2,1,0.5
1562,1,0,0
1563,3,1,0.333333333
1564,4,0,0
1565,1,1,1
1566,2,0,0
1567,1,0,0
1568,3,0,0
1569,1,0,0
1570,1,0,0
1571,1,0,0
1572,1,0,0
1573,1,0,0
1574,2,2,1
1575,2,0,0
1576,1,1,1
1579,2,0,0
1580,2,0,0
1581,1,0,0
1582,2,0,0
1583,1,0,0
1585,2,0,0
1588,1,1,1
1590,2,0,0
1591,2,1,0.5
1592,2,1,0.5
1593,1,0,0
1594,2,0,0
1595,1,0,0
1596,2,0,0
1597,2,1,0.5
1598,2,1,0.5
1599,1,0,0
1600,1,0,0
1603,1,0,0
1604,1,1,1
1605,1,0,0
1606,1,0,0
1607,1,0,0
1608,2,1,0.5
1609,1,1,1
1610,1,0,0
1611,2,0,0
1612,2,0,0
1613,1,0,0
1615,2,0,0
1616,1,1,1
1617,1,1,1
1618,2,0,0
1619,1,1,1
1620,1,1,1
1621,1,0,0
1623,2,0,0
1624,1,0,0
1627,1,0,0
1628,5,1,0.2
1630,1,0,0
1631,2,1,0.5
1632,1,0,0
1634,1,0,0
1635,3,2,0.666666667
1636,3,1,0.333333333
1637,1,0,0
1638,1,1,1
1639,3,1,0.333333333
1640,1,0,0
1641,2,1,0.5
1642,1,0,0
1643,1,1,1
1644,1,0,0
1646,2,0,0
1648,2,0,0
1649,3,2,0.666666667
1650,2,0,0
1652,1,0,0
1653,2,1,0.5
1654,1,1,1
1656,1,0,0
1659,1,0,0
1660,3,1,0.333333333
1662,2,2,1
1664,1,1,1
1665,1,1,1
1666,2,2,1
1667,3,1,0.333333333
1668,1,0,0
1671,3,0,0
1672,1,1,1
1675,1,0,0
1676,3,2,0.666666667
1677,2,0,0
1678,1,0,0
1680,1,1,1
1683,4,2,0.5
1684,1,0,0
1685,1,1,1
1689,2,1,0.5
1690,2,2,1
1692,1,1,1
,2786,735,0.296356964
