DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,built_volume,distance_coastline,distance_conflict,distance_cultivated,distance_protected,distance_roads,distance_water,elevation,nighttime_lights,precipitation,slope,temperature,travel_time_health,travel_time_urban,traveltime_urban,water_dist
KE202200000001,KE,2022,1,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.037417,39.612783,9999,55,WGS84,12856.084288541371,5.716397347926943,2.0817331366923413,0.7146134720617654,138.60859190449978,0.09866643847623784,0.8622285354228104,35.608438106322176,39.96945828048184,752.6805536531695,1.3229470908142371,305.93883082539037,0.46202401665496406,0.39616538443235383,0.39616538443235383,0.8622285354228104
KE202200000002,KE,2022,2,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.033539,39.626859,9999,49,WGS84,18450.56015665359,5.00331394196559,1.1870191029979575,1.4041546265762819,140.08055789361995,0.07784666308861753,0.7451017460790056,33.34834732387766,44.58482263421816,750.6498885588417,1.7656091136246852,306.0182735198177,0.45363944703131365,0.016993649988308084,0.016993649988308084,0.7451017460790056
KE202200000003,KE,2022,3,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.038505,39.623281,9999,53,WGS84,14488.546687372278,4.819637868813229,1.4062977962559653,1.2502648476086953,139.42180801093446,0.1390977813233311,0.6759522226751978,28.04703775720845,48.43852976739591,752.1857371343701,1.4996457621712183,305.9031559029698,0.6736229163589079,0.11868858262225197,0.11868858262225197,0.6759522226751978
KE202200000004,KE,2022,4,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.035394,39.611692,9999,60,WGS84,12614.306303738673,5.951837461148916,2.158516850750269,0.594273522106712,138.661760720907,0.07108464094079091,0.9509019456893684,39.68946777711593,37.04518854048091,752.8149706337313,1.3719074576260606,305.9873788351868,0.3834198571290284,0.3537706548707455,0.3537706548707455,0.9509019456893684
KE202200000005,KE,2022,5,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.022159,39.622004,9999,60,WGS84,20697.61699974062,6.321442579001789,1.313359641411456,0.8529756875329163,140.4867267869945,0.043415222115295256,1.0377230176925856,52.36299017266684,22.643961367119612,755.8605005657449,1.470497815956048,306.0358581542967,0.48762970534440514,0,0,1.0377230176925856
KE202200000006,KE,2022,6,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.008725,39.637878,9999,20,WGS84,9432.651565085365,6.480297213058089,1.5874304955238023,1.182683438637245,142.79573267322976,0.5185891199854451,0.20632788346523148,21.589879330292185,9.402950972449418,768.0440106709046,1.8990007132988165,305.5852487689406,1.0299188656782292,3.7332612651462274,3.7332612651462274,0.20632788346523148
KE202200000007,KE,2022,7,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.00236,39.641081,9999,29,WGS84,5248.930557254517,6.839740902817128,2.015859133382254,1.0307436775865815,143.52584476267424,0.7575206729350424,0.07648369109999337,12.54992147647232,6.110111600859771,779.7418726609814,1.6362258819555662,305.4121193450452,1.4996380468655353,8.114668775790538,8.114668775790538,0.07648369109999337
KE202200000008,KE,2022,8,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.006611,39.598259,9999,57,WGS84,15899.805008230482,9.26706416121654,2.69733600350197,0.155889344322028,139.63953708605135,0.0778939641911685,0.9698097662713578,46.41213436272121,11.403313699248319,788.409630744767,2.9313071361902066,305.6106828650788,0.7104989792626323,0.15414250945931957,0.15414250945931957,0.9698097662713578
KE202200000009,KE,2022,9,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.000254,39.590005,9999,56,WGS84,14209.974311306654,10.392660064351325,2.9902585549950214,0.12477438185492623,139.4316267453502,0.14340061732577444,1.0892927246733584,44.66450213137179,9.259694598391926,802.6617709435081,3.3293423957786126,305.3024812686909,0.7998809047635534,0.5787718679014578,0.5787718679014578,1.0892927246733584
KE202200000010,KE,2022,10,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.010404,39.596815,9999,63,WGS84,15198.171721997081,9.054328485698996,3.0160468822630593,0.18786539523486684,139.23940260465335,0.07159976902356414,1.027274406157005,49.93279584635659,12.766184642036746,781.3374544534183,2.9071537050719294,305.6720969401174,0.629692409438482,0.11601860497202204,0.11601860497202204,1.027274406157005
KE202200000011,KE,2022,11,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.009821,39.582281,9999,65,WGS84,10735.82302270572,10.242806817464794,3.972449812057619,0.16334286926243202,138.0824912212161,0.08283861628020321,1.0361309119237507,43.5331058075972,10.62942261881171,784.8095988616578,4.124610705741258,305.3713910682307,0.5763988808343526,0.48889564711195,0.48889564711195,1.0361309119237507
KE202200000012,KE,2022,12,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-3.96875,39.731291,9999,28,WGS84,5264.303200779859,2.0783976033474194,2.7805430640860718,-0.0750866093362555,153.57681600067886,0.08623253425255208,1.2199578578681576,16.84293833381637,4.893043197685019,772.6446871783121,0.9482401800409874,305.0322226640564,1.1653364905710835,0.4650386983585088,0.4650386983585088,1.2199578578681576
KE202200000013,KE,2022,13,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-3.968096,39.735706,9999,18,WGS84,4754.988847248597,1.7370612968753134,2.6543861011538064,-0.021830822507062968,153.98943687734396,0.08872989180471572,1.077071063231257,15.792796973231999,5.1537387839946875,766.09703126608,1.0515825521784121,305.0323202617791,1.098362633024157,0.46366364619522943,0.46366364619522943,1.077071063231257
KE202200000014,KE,2022,14,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-3.976147,39.73065,9999,14,WGS84,5262.321003835561,1.7677359492758498,2.825202343943905,-0.13214158178317967,152.97553822788024,0.0672247562536724,1.5785624068407664,16.44343883424616,5.653804862366476,766.7498322450269,0.6891119653931,305.0538319166458,1.3798362571414544,0.20306782705413132,0.20306782705413132,1.5785624068407664
KE202200000015,KE,2022,15,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.018224,39.680254,9999,18,WGS84,22526.72073460554,3.678769308079573,1.2204842386957928,0.751547886870756,145.69799514018865,0.0959198822014842,0.656101700803959,22.868729002713714,9.99504901617118,802.0360480773253,1.602772090674464,304.52877961601894,1.1267608355484262,0,0,0.656101700803959
KE202200000016,KE,2022,16,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.007709,39.677845,9999,39,WGS84,18595.61738414831,4.6580018996724615,1.850520731206529,0.5709317468234029,146.25719122003198,0.12021651969395719,0.4207917387175241,24.710572651145128,6.933726637032563,803.8943600595761,1.845667864783717,304.6929782738302,2.031681026377146,0.4568983274538865,0.4568983274538865,0.4207917387175241
KE202200000017,KE,2022,17,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.024136,39.680997,9999,29,WGS84,22545.596402220985,3.1036242686412083,1.0709635818658647,0.8655199155575148,145.32768892548924,0.0838626879927778,0.7164512069471527,21.232617202421874,11.674614145095173,799.6960397708938,1.52688115744095,304.55662253403665,0.7342656378466457,0,0,0.7164512069471527
KE202200000018,KE,2022,18,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.006637,39.690329,9999,50,WGS84,24467.55177773054,3.9404952340096293,2.0166430382357245,0.7022470624077267,147.38594021684017,0.04494427456383953,0.8996584828472373,32.16440084695972,10.947017933519817,802.0070683557084,1.3662834803078605,305.20777659102,1.220978414274328,0.007012755067460487,0.007012755067460487,0.8996584828472373
KE202200000019,KE,2022,19,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-3.998975,39.685776,9999,31,WGS84,17346.48247665692,4.6916425102419685,2.577443039818138,0.411801259880736,147.55607740076127,0.0616121767694501,0.5894939340916613,33.98012946156951,7.522476274236974,805.313539171608,1.8480533339559793,305.1778102532984,2.008672331336519,0.2459735480199893,0.2459735480199893,0.5894939340916613
KE202200000020,KE,2022,20,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.025297,39.682994,9999,25,WGS84,22928.815397965416,2.9493172727488592,1.0877991864681738,0.9046647434809347,145.40875822067505,0.07318136576841669,0.8256708230847603,21.407520394507568,12.299182620282476,799.6880321283573,1.3449762218661283,304.66621782997777,0.616597942854802,0,0,0.8256708230847603
KE202200000021,KE,2022,21,KE,NULL,NULL,NULL,NULL,1,Mombasa,3,Coast Endemic,GPS,U,-4.079629,39.648922,9999,16,WGS84,14570.373917342338,1.1586899067861556,1.9443267773178163,0.7373933258075435,138.45606849197455,0.08832674180071233,0.43840193151767104,15.545547253667936,12.674222629970298,753.8214277218432,1.0435003232030169,304.49221062729384,0.4607758816853329,0.037753467228090656,0.037753467228090656,0.43840193151767104
