DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,built_volume,distance_coastline,distance_conflict,distance_cultivated,distance_protected,distance_roads,distance_water,elevation,nighttime_lights,precipitation,slope,temperature,travel_time_health,travel_time_urban,traveltime_urban,water_dist
KE201400000021,KE,2014,21,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.276855,36.918131,9999,1597,WGS84,18897.18993760687,398.221881065601,1.5515172725760022,1.3842542896819372,323.24135797356337,0.1191559320149625,0.468573951186128,1599.4174665265657,6.852375389055508,0.0018158014863729475,1.3779223729241827,285.5030212402344,1.4176414272115967,0.8309641861421876,0.8309641861421876,0.468573951186128
KE201400000022,KE,2014,22,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.279525,36.893592,9999,1598,WGS84,29786.76328106975,400.59019042596805,1.547193404923606,1.793949691958458,323.719680956188,0.006344852689295688,0.7023079845260302,1614.0653343087574,11.037089001514907,0.0018158014863729473,0.7319668750012762,285.5030212402344,0.3445867336357162,0,0,0.7023079845260302
KE201400000023,KE,2014,23,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.315248,36.880725,9999,1624,WGS84,36634.723887097236,400.30157766032016,4.767382993274693,3.174478809171373,320.3265722480357,0.024594416367103866,0.8298429435848311,1628.491334380717,14.4438717046889,0.001815801486372948,1.0197782489790124,285.5030212402344,0.23782493030019614,0,0,0.8298429435848311
KE201400000024,KE,2014,24,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.31919,36.886256,9999,1625,WGS84,36505.205615432875,399.56316111991976,5.2860954970787235,3.159234948665421,319.728464942365,0.021641735335522168,0.9209829395753916,1628.6147282402292,13.746903354829826,0.0018158014863729477,0.9647744224290121,285.5030212402343,0.21066901202182145,0.015351507620095397,0.015351507620095397,0.9209829395753916
KE201400000025,KE,2014,25,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.32141,36.891377,9999,1632,WGS84,31695.141031413546,398.94268541563486,5.5937194478284775,3.129349502415831,319.32751305834574,0.03279368509829007,0.9618771438845763,1628.4102135543433,12.67892843876199,0.0018158014863729481,0.8893092936608376,285.50302124023443,0.25705173315577257,0.09525096783480594,0.09525096783480594,0.9618771438845763
KE201400000026,KE,2014,26,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.323411,36.888659,9999,1631,WGS84,31643.333834615103,399.13172519462694,5.763296445326185,3.2737518959764422,319.201846534482,0.03087011597360692,0.9846447747973159,1629.9817263243763,13.34451777538583,0.0018158014863729477,0.8629621701303973,285.5030212402344,0.2665497779961936,0.08572791692929163,0.08572791692929163,0.9846447747973159
KE201400000027,KE,2014,27,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.242902,36.92706,9999,1544,WGS84,21874.207237950293,398.88419314917036,3.4125937714263777,0.3790335970330106,326.6025664181314,0.01582704529053264,0.3840570004540041,1558.4434405356476,5.88631502535608,0.0020018695223389684,2.481340081129476,285.6260197979392,0.7373833371163332,0.002159990967978143,0.002159990967978143,0.3840570004540041
KE201400000028,KE,2014,28,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.285094,36.905386,9999,1622,WGS84,26496.346622378354,399.1405768260222,1.75112089123503,1.3261725369793014,322.7555896864194,0.023788536419999316,0.5888667998973852,1610.0061401945145,8.57307918053645,0.0018158014863729483,1.163043192046068,285.5030212402345,0.6828153958353959,0.10528381137242021,0.10528381137242021,0.5888667998973852
KE201400000029,KE,2014,29,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.284265,36.886565,9999,1612,WGS84,28265.56402851956,401.089924142351,1.9715278761634145,1.7707254058441,323.4372635253978,0.009582671900235698,0.7945479935411217,1619.4939239329071,12.268145947300086,0.0018158014863729477,0.7209296753012713,285.50302124023426,0.1625384544290251,0,0,0.7945479935411217
KE201400000030,KE,2014,30,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.284072,36.908844,9999,1606,WGS84,23396.831577552777,398.83580932087966,1.6853989557380458,1.2783626707311218,322.7570314944764,0.045057209955543735,0.561550183327835,1607.9536319610527,7.81502276409251,0.0018158014863729475,1.1906898484109865,285.5030212402343,0.8614731678053148,0.24257187600643965,0.24257187600643965,0.561550183327835
KE201400000031,KE,2014,31,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.303782,36.874729,9999,1633,WGS84,32684.995671257242,401.42102875346853,3.5023313941082823,2.8623723213178667,321.7404863918876,0.027697870121773303,0.776890876800995,1628.550291036797,13.831764200656284,0.0018158014863729481,0.95085168230775,285.5030212402344,0.14759683852965486,0,0,0.776890876800995
KE201400000032,KE,2014,32,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.296178,36.868122,9999,1632,WGS84,29174.983989479548,402.4324806914155,2.596332021053741,2.3449436668960764,322.76400794184815,0.027015551939791282,0.784546450123551,1631.220882759978,14.879239511398415,0.0018158014863729475,0.8359910933344494,285.5030212402344,0.19152619502922458,0,0,0.784546450123551
KE201400000033,KE,2014,33,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.327353,36.850841,9999,1636,WGS84,17908.740802329725,402.82287720191357,5.2246212998863815,1.9673859267040354,320.0264756315767,0.1871177262482614,0.6854428261806726,1644.4133420390478,10.225686607507928,0.0018596540471300155,1.126221403622778,285.3107194305743,1.8852413227684903,1.1652561682755447,1.1652561682755447,0.6854428261806726
KE201400000034,KE,2014,34,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.283677,36.842302,9999,1658,WGS84,35477.92414350571,405.61929689221495,1.3773034375385194,1.7025991463492938,324.94347836699046,0.01655078812153898,0.5616246570427939,1650.2492115518648,18.009121926782793,0.0018871225581201265,1.0535249954464507,285.19026479164614,0.12658741599754442,0,0,0.5616246570427939
KE201400000035,KE,2014,35,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.302439,36.883812,9999,1624,WGS84,32479.33154646958,400.55546913749816,3.5719118359237902,2.473300414516201,321.58997655182867,0.022655570264706246,0.7430357237450905,1624.7108663219294,12.48007825069515,0.001815801486372948,1.0847045603994325,285.5030212402344,0.17900775139156608,0,0,0.7430357237450905
KE201400000036,KE,2014,36,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.316692,36.872963,9999,1626,WGS84,34845.082021486094,401.029794528348,4.69516794549885,3.2511397755566165,320.4254864511063,0.03213574061149536,0.7905152412036869,1631.4235080950837,15.104061438199386,0.0018158014863729473,1.1015976671201577,285.5030212402343,0.4429243175421419,8.355201007711854e-5,8.355201007711854e-5,0.7905152412036869
KE201400000037,KE,2014,37,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.260182,36.877361,9999,1615,WGS84,25832.469665245146,403.11583780734,1.0482088599125408,1.1684595349190492,326.29612159046866,0.02482147351928923,0.29593878438257676,1610.1744156557988,14.072193853344878,0.001861551408478719,1.3523434679331563,285.5332631426476,0.08228721891690406,0,0,0.29593878438257676
KE201400000038,KE,2014,38,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.268247,36.825234,9999,1645,WGS84,32963.174938451506,408.0462264486285,1.6938242429023538,1.3369850266622605,327.1523082104461,0.021884241238638684,0.43534000378456067,1670.0964911793762,19.64238168380233,0.0019129888234030886,1.7865396944056824,285.09470040624603,0.20200286708057177,0,0,0.43534000378456067
KE201400000039,KE,2014,39,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.262055,36.834105,9999,1628,WGS84,21318.619883797273,407.4222470790668,2.1314175047102677,0.7455860582355643,327.5104211741168,0.04397150842597708,0.5038627397827943,1660.4220978166816,15.59287581900164,0.0019382200622176382,2.061014261175945,285.10916689319805,0.3013497798251083,0.0662051692899296,0.0662051692899296,0.5038627397827943
KE201400000040,KE,2014,40,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.263606,36.850566,9999,1639,WGS84,21443.333871489802,405.6797505590808,1.410896456471784,0.42966280644010113,326.8000589745021,0.035831276894729855,0.4918299022341862,1640.2270724271639,14.228828398851922,0.0018831607886948356,1.8263779560002893,285.3167905308075,0.2627266109741229,0,0,0.4918299022341862
KE201400000041,KE,2014,41,KE,NULL,NULL,NULL,NULL,90,Nairobi,9,Nairobi,CEN,U,-1.195267,36.894989,9999,1545,WGS84,17415.85143195183,404.35458719907206,1.7656639452908982,0.032401284172445276,332.671183739367,0.03972233517792237,0.5934859191083838,1563.6451423608767,5.465097806043735,0.002058679237961769,2.3586418085830303,285.66357421874994,0.7644527486570253,0.04989622046059502,0.04989622046059502,0.5934859191083838
